Date,Close,VIX_t,ret_d,R_t,sigma_t,MRI_t,MRI_bw0.125,MRI_bw0.25,MRI_bw0.5,MRI_bw1.0,MRI_bw5.0,Mkt_RF_t,SMB_t,HML_t,RF_t,DP_t,CAPE_t,VRP_t,Future_ExRet,Future_Volatility
1990-01-02,359.69000244140625,17.239999771118164,0.0177985530660882,0.0395965565297158,0.1215837103147121,8.691843845569721e-10,0.2714529056346445,0.0736866799774912,0.0054297268061052,2.948193318893746e-05,2.2273054942131906e-23,0.0144,-0.0069,-0.0006,0.0003,0.0339839612649417,16.50809351649029,0.05081628739646954,-0.0028855394074588,0.16283041201558845
1990-01-03,358.760009765625,18.190000534057617,-0.0025855394074588,0.0231868487282762,0.1149110607861148,2.079605491988009e-08,0.3310349207312115,0.1095841187435194,0.0120086790807937,0.0001442083732654,6.236664604879492e-20,-0.0006,0.0073,-0.0026,0.0003,0.0339839612649417,16.50809351649029,0.06698894455446139,-0.0089129898923497,0.1631315297732742
1990-01-04,355.6700134277344,19.219999313354492,-0.0086129898923497,0.0121226195077848,0.1196307825444343,2.2906485297666646e-07,0.3845894827886698,0.1479090702716565,0.0218770930686258,0.0004786072011333,2.5112858156164933e-17,-0.0070999999999999,0.0042,-0.0024,0.0003,0.0339839612649417,16.50809351649029,0.07256921058911062,-0.0100562377757441,0.16606438781855085
1990-01-05,352.20001220703125,20.11000061035156,-0.0097562377757441,0.0074947815533026,0.1233921227591936,6.433817294405302e-07,0.4102317741449268,0.1682901085180942,0.0283215606250319,0.0008021107962373,3.320257829218735e-16,-0.0085,0.0076,-0.0021,0.0003,0.0339839612649417,16.50809351649029,0.07770788334432198,0.004214469854578,0.16570215937413665
1990-01-08,353.7900085449219,20.260000228881836,0.004514469854578,0.0150337711532659,0.1235611282259038,1.600967699831555e-07,0.3760745206510871,0.1414320450829449,0.0200030233763441,0.0004001209441945,1.025549022133504e-17,0.003,-0.0040999999999999,-0.0027,0.0003,0.0339839612649417,16.50809351649029,0.07903887406291456,-0.0120866907685859,0.16408662464159224
1990-01-09,349.6199951171875,22.200000762939453,-0.0117866907685859,0.0058402105949089,0.1305436917747865,1.227840282806412e-06,0.4271411055105849,0.1824495240168046,0.0332878288139585,0.0011080795471474,1.6705315947949753e-15,-0.0101,0.0088,0.0008,0.0003,0.0339839612649417,16.50809351649029,0.09145631585460803,-0.006907166611908,0.1693773851306823
1990-01-10,347.30999755859375,22.440000534057617,-0.006607166611908,-0.0039576841123926,0.132228793525034,6.838769398059111e-06,0.4755389806170714,0.2261373220863234,0.0511380884403736,0.0026151040893354,1.2230519352062037e-13,-0.0076,-0.0002,0.003,0.0003,0.0339839612649417,16.50809351649029,0.09217121181554216,0.0032127155258387,0.1686441352174339
1990-01-11,348.5299987792969,20.049999237060547,0.0035127155258387,-8.60648941559683e-05,0.132832103128578,3.7228084143655417e-06,0.4578038260510557,0.2095843431469852,0.0439255968923532,0.0019294580623495,2.6740942928007947e-14,0.0023,-0.0023,0.0009,0.0003,0.0339839612649417,16.50809351649029,0.06766788924202749,-0.0249750814381446,0.1681277490554967
1990-01-12,339.92999267578125,24.63999938964844,-0.0246750814381446,-0.0335485114774739,0.1536701399272401,0.0010232886095437,0.6503166655604647,0.4229117655056814,0.1788543614031324,0.0319888825929223,3.349618525489227e-08,-0.0233,0.0031,0.0040999999999999,0.0003,0.0339839612649417,16.50809351649029,0.0927298539692443,-0.0089194002850928,0.15126690662940798
1990-01-15,337.0,26.34000015258789,-0.0086194002850928,-0.0446491849751948,0.1546180277720421,0.003287056503781,0.699520502805226,0.4893289338448762,0.2394428054977632,0.0573328571046396,6.194666407913855e-07,-0.0095,0.0005,0.005,0.0003,0.0339839612649417,16.50809351649029,0.1087819737538368,0.010827596439169,0.1496157853032859
1990-01-16,340.75,24.18000030517578,0.011127596439169,-0.0290086139351057,0.1607652535933541,0.0008242578093514,0.641584616112716,0.4116308196325011,0.1694399316713246,0.0287098904447831,1.9505526448591627e-08,0.0092,-0.0077,-0.0042,0.0003,0.0339839612649417,16.50809351649029,0.0810347494584037,-0.0101312724974779,0.1442594560643704
1990-01-17,337.3999938964844,24.15999984741211,-0.0098312724974779,-0.036385503567037,0.1634220488558584,0.0021010544850005,0.6802245972410398,0.4627055026917348,0.214096382221211,0.0458372608802108,2.0234537720701397e-07,-0.0076,0.0095,-0.0022,0.0003,0.0339839612649417,16.50809351649029,0.07817794961826269,0.0020414598672584,0.14453026580690564
1990-01-18,338.19000244140625,24.34000015258789,0.0023414598672584,-0.0160027931011396,0.1521105350978114,0.0001048564725118,0.5640105175835055,0.3181078639448138,0.1011926131035321,0.0102399449467211,1.1258696413079359e-10,0.0005,-0.0064,-0.0003,0.0003,0.0339839612649417,16.50809351649029,0.09128946642806751,0.002538615713498,0.14565761614848946
1990-01-19,339.1499938964844,22.5,0.002838615713498,-0.0096653554902279,0.1522174096863087,4.176748031133636e-05,0.5324788867328413,0.2835337648162459,0.0803913957908742,0.0064627765172049,1.1274458475154026e-11,0.0031,0.0013,-0.0003,0.0003,0.0339839612649417,16.50809351649029,0.0727825903136913,-0.026158732630107703,0.15191453232170063
1990-01-22,330.3800048828125,26.700000762939453,-0.0258587326301077,-0.0363434593051331,0.1756677952211239,0.003364792966169,0.700543159478095,0.4907607182915516,0.2408460826180396,0.0580068355124555,6.567436294221339e-07,-0.0231,0.0081,0.0048,0.0003,0.0339839612649417,16.50809351649029,0.09133221240827061,0.0034229264803306,0.12503941903402885
1990-01-23,331.6099853515625,24.719999313354492,0.0037229264803306,-0.0381983104424942,0.1747714451855333,0.0039428209936622,0.7075187298868146,0.5005827531406514,0.2505830927418743,0.0627918863680827,9.761524547679776e-07,-0.0006,-0.0046,0.0004,0.0003,0.0339839612649417,16.50809351649029,0.07242854794801162,-0.004370973871629,0.12555376086126435
1990-01-24,330.260009765625,25.38999938964844,-0.004070973871629,-0.0493926745693329,0.1714705239257107,0.0099156125616278,0.7494971259267564,0.5617459417724682,0.3155585030978372,0.0995771688773477,9.790364756590232e-06,-0.0044,-0.0107,-0.0045,0.0003,0.0339839612649417,16.50809351649029,0.08242946997077374,-0.01295676457869,0.1257885694347732
1990-01-25,326.0799865722656,25.6299991607666,-0.01265676457869,-0.0597733950354928,0.1751113334425904,0.025094817195471,0.7942806860899806,0.6308818082955703,0.3980118560382887,0.1584134375470434,9.97608385449748e-05,-0.0107,0.0098999999999999,0.0034999999999999,0.0003,0.0339839612649417,16.50809351649029,0.08118865816507564,-0.0011586812770700999,0.12797201904738925
1990-01-26,325.79998779296875,26.280000686645508,-0.0008586812770701,-0.0659671738960399,0.1724769993542345,0.0333208620587587,0.8084808998948319,0.653641365494757,0.4272470346858506,0.1825400286478524,0.0002026705153229,-0.0036,-0.0054,0.0040999999999999,0.0003,0.0339839612649417,16.50809351649029,0.09032300751222061,-0.0021415457594146,0.12874136957111046
1990-01-29,325.20001220703125,26.440000534057617,-0.0018415457594146,-0.0726323901258011,0.1697809184308791,0.0422200336759617,0.8205308440106164,0.6732708659727744,0.4532936589677296,0.2054751412603523,0.0003662658590795,-0.0034,-0.0069,0.0004,0.0003,0.0339839612649417,16.50809351649029,0.09461908690969706,-0.0071265717631332,0.12918604838985762
1990-01-30,322.9800109863281,27.25,-0.0068265717631332,-0.0860780516002688,0.1649890615974665,0.0555152491870287,0.8346910722094584,0.6967091860261754,0.4854036898932558,0.235616742161988,0.0007261573438125,-0.009,-0.0064,0.0056999999999999,0.0003,0.0339839612649417,16.50809351649029,0.1075109384025335,0.0185865421340136,0.12622257688205088
1990-01-31,329.0799865722656,25.36000061035156,0.0188865421340136,-0.0851011027867726,0.1668515215124663,0.058401901459773,0.8373397081101982,0.7011377867780719,0.491594196048053,0.2416648535881316,0.0008242661553958,0.0167,-0.0123,-0.0016,0.0003,0.0339839612649417,16.50809351649029,0.08674848459104928,-0.0011811779481462,0.11315156682959442
1990-02-01,328.7900085449219,24.8700008392334,-0.0008811779481462,-0.083537742236885,0.1671600753962425,0.0566411878471739,0.8357391980518478,0.6984600071603458,0.4878463816024303,0.237994092042584,0.0007635383962041,0.0008,0.0054,0.0001,0.0003,0.0334456065709389,16.833748233480954,0.08153993299609147,0.0061783139008357,0.11502261569793898
1990-02-02,330.9200134277344,24.31999969482422,0.0064783139008357,-0.0695869740647358,0.1701653605955923,0.0369350784684666,0.8137011675062592,0.6621095900010493,0.4383891091713576,0.1921850110400565,0.0002621787961874,0.0073,0.003,-0.0053,0.0003,0.0334456065709389,16.833748233480954,0.07303463635264987,0.0025103246647073,0.12037146242772251
1990-02-05,331.8500061035156,24.540000915527344,0.0028103246647073,-0.0577796859687598,0.1697941868919981,0.0178629004095521,0.777583432125813,0.604635993916559,0.365584685139465,0.1336521620085218,4.264616101632842e-05,0.0038,0.0022,-0.0029,0.0003,0.0334456065709389,16.833748233480954,0.07560582226327534,-0.0068993744195476,0.12090327784396292
1990-02-06,329.6600036621094,24.690000534057617,-0.0065993744195476,-0.0682043141411909,0.16813875640549,0.0316338152101171,0.8058597659166276,0.6494099623232018,0.4217332991646224,0.1778589756242768,0.000177983168277,-0.0054,0.0062,0.0015,0.0003,0.0334456065709389,16.833748233480954,0.07876124893508618,0.0121067108307222,0.12168391367350874
1990-02-07,333.75,24.290000915527344,0.0124067108307222,-0.0453921267056482,0.1735601726301089,0.0077016296586218,0.7377537309036952,0.5442805674623219,0.2962413361171071,0.0877589292244488,5.2054296100596606e-06,0.0107,-0.0042,-0.003,0.0003,0.0334456065709389,16.833748233480954,0.06933983652516454,-0.002667066801264,0.11843606831665734
1990-02-08,332.9599914550781,23.770000457763672,-0.002367066801264,-0.0413175727862388,0.1728088150540889,0.0051098127830018,0.7190768574496416,0.5170715269196522,0.2673629639510206,0.0714829544926747,1.86643328605073e-06,-0.0009,0.003,-0.0012,0.0003,0.0334456065709389,16.833748233480954,0.0648911895235478,0.0016822311360144,0.11805788416328411
1990-02-09,333.6199951171875,23.690000534057617,0.0019822311360144,-0.0427796852905938,0.1722796766963296,0.005745329622489,0.7243645439226591,0.5247039924922821,0.2753142797373407,0.0757979526272907,2.502000403963745e-06,0.0024,0.0,0.0008,0.0003,0.0334456065709389,16.833748233480954,0.06462032864424658,-0.0109109004158411,0.12156931044636457
1990-02-12,330.0799865722656,24.3799991607666,-0.0106109004158411,-0.0289765725759608,0.1550024544750562,0.0006481976840728,0.6320213033901093,0.3994509279389326,0.1595610438312743,0.0254597267085258,1.0697164824036798e-08,-0.0093,0.0052,0.0019,0.0003,0.0334456065709389,16.833748233480954,0.08879753713260982,0.0025478019863238,0.11529242509792305
1990-02-13,331.0199890136719,23.760000228881836,0.0028478019863238,-0.0177448397220418,0.1533105585813163,0.0001456103723475,0.5757043613296443,0.3314355116539736,0.1098494983853312,0.0120669122955088,2.5584726637400606e-10,0.0014,-0.0051,0.0013,0.0003,0.0334456065709389,16.833748233480954,0.08428944370750208,0.0026908186357658,0.11545527693658714
1990-02-14,332.010009765625,22.049999237060547,0.0029908186357658,-0.0256492743488627,0.1478219543815726,0.0003106996193479,0.6036306661754461,0.364369981147413,0.132765483161366,0.0176266735190709,1.7015777691985123e-09,0.002,-0.0013,0.0013,0.0003,0.0334456065709389,16.833748233480954,0.07267803798903286,0.0083744519686186,0.12051486634877123
1990-02-15,334.8900146484375,19.709999084472656,0.0086744519686186,-0.0074391798857499,0.1480994517914426,2.582591522489116e-05,0.516717871506576,0.2669973587342863,0.0712875895710852,0.0050819204268554,3.389528600058393e-12,0.0078,-0.0039,0.0003,0.0003,0.0334456065709389,16.833748233480954,0.04900053905328397,-0.006779779428516,0.11839093505352224
1990-02-16,332.7200012207031,20.780000686645508,-0.006479779428516,-0.0161743433608769,0.1492546421360623,9.595546791872964e-05,0.5608921449841976,0.3145999983049741,0.0989731589334897,0.0097956861892738,9.019330866588616e-11,-0.005,0.0053,0.0018,0.0003,0.0334456065709389,16.833748233480954,0.05854536473039279,-0.0145161906978071,0.11781245138106819
1990-02-20,327.989990234375,22.780000686645508,-0.0142161906978071,-0.0329058052866002,0.1556660733334254,0.001021354132224,0.6502397603875757,0.4228117459888919,0.1787697725461752,0.0319586315762112,3.33381023678235e-08,-0.0135,0.0052,0.0033,0.0003,0.0334456065709389,16.833748233480954,0.07213393353302969,-0.0012755688166336,0.10715595869200494
1990-02-21,327.6700134277344,23.88999938964844,-0.0009755688166336,-0.0082026497216118,0.1281272770645896,1.0435919729898202e-05,0.4882678966810908,0.2384055389293763,0.0568372009922063,0.0032304674166284,3.518251041734508e-13,-0.0021,-0.0049,0.0043,0.0003,0.0334456065709389,16.833748233480954,0.11077271683189482,-0.0063121498458008,0.1164234505626634
1990-02-22,325.70001220703125,22.540000915527344,-0.0060121498458008,-0.0178220602683772,0.1286543206026452,4.219581581103966e-05,0.5328185505161683,0.2838956077741506,0.0805967161134543,0.0064958306482727,1.156574119171976e-11,-0.0037,0.0081999999999999,0.0003,0.0003,0.0334456065709389,16.833748233480954,0.09674568855262825,-0.0050590366977376,0.11404832795373321
1990-02-23,324.1499938964844,23.690000534057617,-0.0047590366977376,-0.0185006228076983,0.1288949277918623,4.654944480126133e-05,0.5360985796428885,0.2874016870951225,0.0825997297451227,0.0068227153539673,1.4783806300051763e-11,-0.0055,-0.0023,0.0049,0.0003,0.0334456065709389,16.833748233480954,0.10800507754871388,0.0136442221698558,0.11176466117207397
1990-02-26,328.6700134277344,23.559999465942383,0.0139442221698558,0.0079429187994484,0.1311322978599053,8.440531179431405e-07,0.4172516965071041,0.1740989782380565,0.0303104542235352,0.000918723635237,6.545222976205723e-16,0.01,-0.013,-0.001,0.0003,0.0334456065709389,16.833748233480954,0.10446769679951853,0.0045376677911938,0.10884979551452009
1990-02-27,330.260009765625,22.690000534057617,0.0048376677911938,0.0136894479427984,0.131920647553739,3.052864014717799e-07,0.3915563002085901,0.1533163362330395,0.0235058989559224,0.000552527285726,5.1495425299135386e-17,0.0053,-0.0011,-0.0008,0.0003,0.0334456065709389,16.833748233480954,0.09497935778683717,0.0046355199982257,0.10833438222922048
1990-02-28,331.8900146484375,21.989999771118164,0.0049355199982257,0.0205719624547469,0.1323763077499757,8.201970776536969e-08,0.36067819583018,0.1300887609473137,0.0169230857248073,0.0002863908304491,1.9266176913929673e-18,0.0053,0.0014,-0.0014,0.0003,0.0334456065709389,16.833748233480954,0.08752368996120594,0.0022610158438718,0.10907101193257258
1990-03-01,332.739990234375,21.899999618530273,0.0025610158438718,0.0302185241069299,0.1293396530862937,9.427719225271178e-09,0.3150651843630322,0.0992660703977114,0.0098537527322034,9.709644290740612e-05,8.630115337550285e-21,0.0026,-0.0006,-0.0013,0.0003,0.0338183807439824,16.813913898735766,0.08966034309900905,0.0081150339385855,0.10969810551342311
1990-03-02,335.5400085449219,21.34000015258789,0.0084150339385855,0.0196305525594082,0.1159458534394053,3.9106235119379293e-08,0.3443621220901393,0.1185852711304239,0.0140624665290761,0.0001977529648813,3.0242313957177143e-19,0.0081,-0.0011,-0.0024,0.0003,0.0338183807439824,16.813913898735766,0.0974541480864736,-0.0056645415291985,0.1075296188654496
1990-03-05,333.739990234375,22.030000686645508,-0.0053645415291985,0.0150551463268593,0.1178631080028684,1.044831078602882e-07,0.366176424848432,0.1340851741147793,0.0179788339173906,0.0003232384690291,3.5287038040692795e-18,-0.0037,0.0054,-0.0011,0.0003,0.0338183807439824,16.813913898735766,0.10243689886358667,0.0122546909690497,0.11540302220410248
1990-03-06,337.92999267578125,20.549999237060547,0.0125546909690497,0.0211833040118551,0.1233440449123439,4.2535523207582663e-08,0.3461760245303201,0.1198378399596167,0.0143611078861867,0.0002062414197186,3.731465649475934e-19,0.0107,-0.0048,-0.0038,0.0003,0.0338183807439824,16.813913898735766,0.08215594745826156,-0.003199951143698,0.11198053701937857
1990-03-07,336.95001220703125,19.100000381469727,-0.002899951143698,0.015368407442261,0.1238889935510233,1.3479371426222134e-07,0.3720526074416694,0.138423142704145,0.019160966436092,0.000367142634765,6.670741343803052e-18,-0.0022,0.0065,-0.0028,0.0003,0.0338183807439824,16.813913898735766,0.06711101026367396,0.0095530247406571,0.1114873158671784
1990-03-08,340.2699890136719,19.739999771118164,0.0098530247406571,0.0321846303273034,0.1246889072421734,4.469463637846383e-09,0.3007052171291541,0.0904236276086917,0.0081764324299153,6.685404728097157e-05,1.3354834822010768e-21,0.0084,-0.0021,-0.0054,0.0003,0.0338183807439824,16.813913898735766,0.07271109046900824,-0.0071768813396488,0.10670521966011384
1990-03-09,337.92999267578125,20.299999237060547,-0.0068768813396488,0.0125243226240636,0.1213608560954628,1.9570686700804084e-07,0.3808249371080329,0.1450276327233372,0.0210330142533351,0.000442387688581,1.694396951426325e-17,-0.0053,0.005,0.0003,0.0003,0.0338183807439824,16.813913898735766,0.08163913627514269,0.0018898640783362002,0.104533011266809
1990-03-12,338.6700134277344,20.06999969482422,0.0021898640783362,0.0171492735439555,0.1209733326554546,7.855965922493499e-08,0.3597078986898157,0.1293897723798427,0.0167417131965075,0.0002802849607541,1.7298122856163074e-18,0.0015,-0.002,-0.0002,0.0003,0.0338183807439824,16.813913898735766,0.0797266642927876,-0.0081838200073007,0.10450711656764138
1990-03-13,336.0,21.049999237060547,-0.0078838200073007,0.0071338796164674,0.1245714738795567,6.099591837544014e-07,0.4088662832888774,0.1671716376104605,0.0279463564213631,0.0007809988372298,2.9057077815712036e-16,-0.0069,0.0049,0.0026,0.0003,0.0338183807439824,16.813913898735766,0.08592851849104877,0.0022892711821056,0.10028773970893723
1990-03-14,336.8699951171875,19.649999618530273,0.0025892711821056,0.020570797446501,0.1181395803666514,3.3258560942228716e-08,0.3408936926919148,0.1162085097171296,0.0135044177306762,0.0001823692982446,2.017244939826115e-19,0.0023,0.0017,-0.0032,0.0003,0.0338183807439824,16.813913898735766,0.07836041581865133,0.0032622412931546,0.10234748557844063
1990-03-15,338.07000732421875,18.809999465942383,0.0035622412931546,0.0212978628014386,0.1183064538439451,2.865687103992968e-08,0.3377355665326779,0.1140653129011489,0.013010895607237,0.0001692834045024,1.3901828395297874e-19,0.0025,0.0004,-0.0022,0.0003,0.0338183807439824,16.813913898735766,0.06979354081547874,0.011058583295465,0.10196583657432068
1990-03-16,341.9100036621094,17.6200008392334,0.011358583295465,0.0298183597038927,0.1234909902042071,6.424955589466155e-09,0.3076039323696168,0.0946201792092518,0.0089529783135909,8.015582068362942e-05,3.308836632414423e-21,0.009,-0.0039,-0.006,0.0003,0.0338183807439824,16.813913898735766,0.052709018188126885,0.0044380746390457,0.09506055695213356
1990-03-19,343.5299987792969,18.290000915527344,0.0047380746390457,0.0257994677444459,0.1213146082629374,1.3172188355266422e-08,0.3217204153865683,0.103504025676506,0.0107130833312428,0.0001147701544621,1.9913373092260195e-20,0.0038,-0.0025,-0.0074,0.0003,0.0338183807439824,16.813913898735766,0.06158540089233604,-0.0060054448288148,0.10177044688294057
1990-03-20,341.57000732421875,19.059999465942383,-0.0057054448288148,0.0265989603000906,0.1207218388918826,1.0634730181362736e-08,0.3174463988362369,0.1007722161340952,0.0101550395445768,0.0001031248281519,1.1663158811297763e-20,-0.0055,0.0032,0.0016,0.0003,0.0338183807439824,16.813913898735766,0.06987815576754122,-0.0056576632918671,0.10325388974031025
1990-03-21,339.739990234375,20.100000381469727,-0.0053576632918671,0.0358242640014827,0.1098021832996188,7.427790149134229e-10,0.2687996671443768,0.0722532610569277,0.0052205337333605,2.725397246115551e-05,1.5036579810044686e-23,-0.0045,0.0043,0.0001,0.0003,0.0338183807439824,16.813913898735766,0.09119782051507846,-0.0122208450856044,0.10582003875287836
1990-03-22,335.69000244140625,22.739999771118164,-0.0119208450856044,0.0244758100681088,0.1192985365918755,1.491731095891543e-08,0.3242318385268344,0.1051262851144912,0.0110515358219733,0.0001221364440243,2.7178554647535163e-20,-0.0121999999999999,0.0032,0.0036,0.0003,0.0338183807439824,16.813913898735766,0.10810146111930613,0.0042577728504557,0.10610927399865748
1990-03-23,337.2200012207031,20.459999084472656,0.0045577728504557,0.0353699373101319,0.116864760148193,1.2143942362579704e-09,0.2771867593592635,0.0768324995640902,0.0059032329892659,3.484815972555754e-05,5.1392440681902613e-23,0.0044,0.001,-0.0037,0.0003,0.0338183807439824,16.813913898735766,0.08773523069653358,0.0009158343533159001,0.10456939002591378
1990-03-26,337.6300048828125,19.59000015258789,0.0012158343533159,0.0415857203151233,0.114524698040441,2.49807682557028e-10,0.2511021098957536,0.0630522695940991,0.0039755887009669,1.5805305519256123e-05,9.863123615570923e-25,0.0017,0.0006,-0.0013,0.0003,0.0338183807439824,16.813913898735766,0.08137530348543791,0.011162236949381,0.10631738548689967
1990-03-27,341.5,21.010000228881836,0.011462236949381,0.03903607280281,0.111537849552207,3.7515500984117696e-10,0.2575657855902397,0.0663401339067173,0.0044010133667611,1.936891865441065e-05,2.7260064309271526e-24,0.008,-0.0073,-0.0031,0.0003,0.0338183807439824,16.813913898735766,0.09856215273661137,0.0011641288433381,0.09800957658093178
1990-03-28,342.0,19.770000457763672,0.0014641288433381,0.0355477196367386,0.1110097080963483,7.972203208148745e-10,0.2699906021733174,0.0728949252619105,0.0053136701289395,2.823509023918419e-05,1.7945100726583632e-23,0.0009,-0.0029,0.0055,0.0003,0.0338183807439824,16.813913898735766,0.08669029648128843,-0.0038379867107546997,0.10337960941489666
1990-03-29,340.7900085449219,18.459999084472656,-0.0035379867107547,0.0268160941988926,0.1117645289266476,5.5619291933015925e-09,0.3048432555427021,0.0929294104498732,0.008635875326561,7.457834265590509e-05,2.307085232647031e-21,-0.0034999999999999,0.0018,0.0014,0.0003,0.0338183807439824,16.813913898735766,0.07283546191807896,-0.0027942224895174997,0.1057668404283278
1990-03-30,339.94000244140625,19.729999542236328,-0.0024942224895175,0.0216385538809438,0.1124071086315101,1.6697717614708205e-08,0.3265247228549835,0.1066183946355237,0.0113674820746562,0.0001292196487176,3.6028217874545545e-20,-0.0018,0.0036,0.0002,0.0003,0.0338183807439824,16.813913898735766,0.08489288679085319,-0.0039476737820484005,0.1074501429155584
1990-04-02,338.70001220703125,22.84000015258789,-0.0036476737820484,0.0094176657973301,0.1101850710396676,1.530047414683647e-07,0.3750110420877884,0.140633281687769,0.0197777199182713,0.0003911582051655,9.157189960777248e-18,-0.0042,-0.004,-0.0005,0.0003,0.0329858672376873,17.392413588645006,0.11821493048621132,0.014285185306656,0.11013711711108534
1990-04-03,343.6400146484375,20.440000534057617,0.014585185306656,0.029663884172556,0.1182529086768394,4.246728874285711e-09,0.2997460083717996,0.0898476695348269,0.0080726037208394,6.516693083371129e-05,1.1752664470902824e-21,0.0126,-0.0065,-0.0056999999999999,0.0003,0.0329858672376873,17.392413588645006,0.08614709666373678,-0.0077206093640045,0.09734415673478901
